type	id	name	lon	lat	timestamp	n_tags	tag_key	tag_value
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	addr:country	CU
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	addr:street	Malecón
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	air_conditioning	yes
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	bar	yes
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	brand	Iberostar Hotels & Resorts
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	description	The current Habana Riviera by Iberostar has witnessed history. Located in the Vedado neighbourhood, right next to the Malecón, it was designated a National Monument of Cuba in 2012.
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	email	comercial@gcrivie.gca.tur.cu
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	floors	21
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	image	https://apiimg.iberostar.com/uploads/image/57363/crops/1920:797/1920/image.jpeg
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	internet_access	wlan
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	internet_access:fee	customers
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	name	Hotel Habana Riviera
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	opening_hours	24/7
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	operator	Iberostar Hotels & Resorts
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	payment:cash	yes
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	payment:credit_cards	yes
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	payment:debit_cards	yes
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	phone	+53 78 364051
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	reservation	recommended
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	rooms	352
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	source	survey
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	stars	4
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	tourism	hotel
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	website	https://www.ibercuba.com/en/hotels/la-habana/habana-riviera-by-iberostar/
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	wheelchair	limited
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	wikidata	Q4886470
node	259548568	Hotel Habana Riviera	-82.404262	23.1396588	2022-12-15 12:33:16+00:00	28	wikipedia	en:Hotel Habana Riviera
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	addr:city	La Habana
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	addr:street	Paseo
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	internet_access	wlan
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	name	Meliá Cohiba
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	opening_hours	24/7
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	operator	Cubanacán S.A., Meliá Cuba
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	phone	+5378333636
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	stars	5
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	tourism	hotel
node	259548571	Meliá Cohiba	-82.4026728	23.1396353	2021-01-30 06:28:01+00:00	10	website	https://www.melia.com/en/hotels/cuba/havana/melia-cohiba/index.htm
node	259548585	Club Imágenes	-82.3978761	23.1401809	2016-07-15 08:55:01+00:00	4	addr:city	La Habana
node	259548585	Club Imágenes	-82.3978761	23.1401809	2016-07-15 08:55:01+00:00	4	addr:street	Calzada (7ma)
node	259548585	Club Imágenes	-82.3978761	23.1401809	2016-07-15 08:55:01+00:00	4	amenity	nightclub
node	259548585	Club Imágenes	-82.3978761	23.1401809	2016-07-15 08:55:01+00:00	4	name	Club Imágenes
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	addr:city	La Habana
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	addr:housenumber	53
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	addr:street	4
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	amenity	restaurant
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	cuisine	spanish
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	name	Centro Vasco
node	259548591	Centro Vasco	-82.4033232	23.1382584	2015-06-08 04:19:45+00:00	7	phone	+53 7 8309836
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	addr:city	La Habana
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	addr:housenumber	753
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	addr:postcode	10400
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	addr:street	Línea
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	amenity	restaurant
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	cuisine	international
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	email	restaurantedecameron@gmail.com
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	name	Decamerón
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	name:es	Decamerón
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	name:ja	デカメロン
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	opening_hours	Mo-Su 12:00-00:00
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	phone	+5378322444
node	259548597	Decamerón	-82.3998242	23.1367002	2019-08-04 10:54:56+00:00	13	website	http://www.restaurantedecameron.com
node	259548649	La Carreta	-82.3854191	23.1396597	2015-07-24 18:54:39+00:00	5	addr:city	La Habana
node	259548649	La Carreta	-82.3854191	23.1396597	2015-07-24 18:54:39+00:00	5	addr:street	Calle 21
node	259548649	La Carreta	-82.3854191	23.1396597	2015-07-24 18:54:39+00:00	5	amenity	restaurant
node	259548649	La Carreta	-82.3854191	23.1396597	2015-07-24 18:54:39+00:00	5	name	La Carreta
node	259548649	La Carreta	-82.3854191	23.1396597	2015-07-24 18:54:39+00:00	5	source	hc
node	259548673	Rancho Luna	-82.3862625	23.1426837	2017-08-22 14:54:23+00:00	5	addr:city	La Habana
node	259548673	Rancho Luna	-82.3862625	23.1426837	2017-08-22 14:54:23+00:00	5	addr:street	Calle L
node	259548673	Rancho Luna	-82.3862625	23.1426837	2017-08-22 14:54:23+00:00	5	amenity	restaurant
node	259548673	Rancho Luna	-82.3862625	23.1426837	2017-08-22 14:54:23+00:00	5	name	Rancho Luna
node	259548673	Rancho Luna	-82.3862625	23.1426837	2017-08-22 14:54:23+00:00	5	source	hc
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	addr:city	La Habana
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	amenity	fuel
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	brand	Cupet
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	brand:wikidata	Q3007579
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	name	CUPET Hatuey
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	opening_hours	24/7
node	259548740	CUPET Hatuey	-82.3671861	23.1263258	2022-11-22 12:56:56+00:00	7	source	hc
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	addr:city	La Habana
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	addr:housename	Edificio Instituto de Aeronáutica Civil de Cuba
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	addr:housenumber	64
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	addr:postcode	10400
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	addr:street	Calle 23 (La Rampa)
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	name	Iberia
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	office	company
node	259548771	Iberia	-82.3794066	23.1429389	2020-04-01 05:04:19+00:00	8	source	hc
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	addr:city	La Habana
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	addr:street	Neptuno
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	air_conditioning	yes
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	bar	yes
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	brand	Iberostar Hotels & Resorts
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	email	reservations3@hotelparquecentral.tur.cu
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	image	https://apiimg.iberostar.com/uploads/image/47523/image.jpeg
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	internet_access	wlan
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	internet_access:fee	no
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	name	Iberostar Parque Central
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	name:zh	依贝罗斯塔中央公园酒店
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	operator	Iberostar Hotels & Resorts
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	payment:cash	yes
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	payment:credit_cards	yes
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	payment:debit_cards	yes
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	phone	+53 78 606627
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	reservation	recommended
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	smoking	separated
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	source	hc;survey
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	stars	5
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	tourism	hotel
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	website	https://www.ibercuba.com/en/hotels/la-habana/iberostar-parque-central/
node	259548795	Iberostar Parque Central	-82.3586932	23.1388311	2022-12-15 11:38:25+00:00	23	wheelchair	yes
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	addr:city	La Habana
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	addr:housename	Restaurant El Patio
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	addr:housenumber	54
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	addr:postcode	10100
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	addr:street	San Ignacio
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	amenity	restaurant
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	cuisine	international
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	description	Casa del Marqués de Aguas Claras
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	name	El Patio
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	phone	+537 861 8504
node	343275762	El Patio	-82.3518696	23.1409279	2018-01-18 00:09:29+00:00	11	website	http://www.habaguanex.cu/restaurantes/restaurante-el-patio/
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	addr:city	La Habana
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	addr:postcode	10000
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	addr:street	: Teniente Rey e/ Habana y Compostela
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	name	Museo de la Farmacia Habanera
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	opening_hours	Su-Mo 09:00-17:00
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	phone	+53 (7) 8667556
node	343276171	Museo de la Farmacia Habanera	-82.3533618	23.1360176	2022-03-24 15:46:51+00:00	7	tourism	museum
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	addr:city	La Habana
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	addr:housenumber	112
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	addr:postcode	10100
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	addr:street	Oficios
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	amenity	restaurant
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	cuisine	international
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	name	Café del Oriente
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	name:es	Café del Oriente
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	name:ko	메인+음료3~5쿡
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	name:zh	劳尔主席款待外宾的西餐厅
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	opening_hours	Mo-Su 12:00-00:00
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	operator	Habaguanex
node	343276711	Café del Oriente	-82.3489402	23.1377686	2017-08-07 21:13:48+00:00	13	phone	+53 7 8606686
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	addr:city	La Habana
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	addr:housenumber	207
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	addr:street	Empedrado
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	amenity	bar
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	cuisine	buschenschank
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	description	Allegedly the birthplace of Mojito
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	email	director@bdelm.rest.palmares.cu
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	name	La Bodeguita del Medio
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	name:de	La Bodeguita del Medio - Bar von Ernest Hemingway für Mojito
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	name:ko	헤밍웨이 모히또
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	name:zh	海明威五分钱小酒馆
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	opening_hours	Mo-Su 11:00-00:00
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	phone	+5378668857
node	355338535	La Bodeguita del Medio	-82.3522787	23.1408388	2018-08-14 19:36:09+00:00	14	wikidata	Q2425162
node	422951180	Telégrafo	-82.3595095	23.1379178	2016-07-16 19:22:47+00:00	5	addr:city	La Habana
node	422951180	Telégrafo	-82.3595095	23.1379178	2016-07-16 19:22:47+00:00	5	addr:street	Paseo de Martí (Paseo del Prado)
node	422951180	Telégrafo	-82.3595095	23.1379178	2016-07-16 19:22:47+00:00	5	amenity	restaurant
node	422951180	Telégrafo	-82.3595095	23.1379178	2016-07-16 19:22:47+00:00	5	internet_access	wlan
node	422951180	Telégrafo	-82.3595095	23.1379178	2016-07-16 19:22:47+00:00	5	name	Telégrafo
node	422951181	Prado y Neptuno	-82.3595636	23.1383759	2016-05-29 14:23:52+00:00	5	addr:city	La Habana
node	422951181	Prado y Neptuno	-82.3595636	23.1383759	2016-05-29 14:23:52+00:00	5	addr:street	Paseo de Martí (Paseo del Prado)
node	422951181	Prado y Neptuno	-82.3595636	23.1383759	2016-05-29 14:23:52+00:00	5	amenity	restaurant
node	422951181	Prado y Neptuno	-82.3595636	23.1383759	2016-05-29 14:23:52+00:00	5	name	Prado y Neptuno
node	422951181	Prado y Neptuno	-82.3595636	23.1383759	2016-05-29 14:23:52+00:00	5	operator	Habaguanex
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	addr:city	La Habana
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	addr:housenumber	356
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	addr:street	Dragones
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	alt_name	Lou Pang Yau
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	amenity	restaurant
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	cuisine	chinese
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	name	Viejo Amigo
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	phone	+53 7 8618095
node	900424225	Viejo Amigo	-82.3647228	23.1343418	2019-03-19 06:48:46+00:00	9	website	https://www.alamesacuba.com/es/la-habana/restaurant/viejo-amigo/
node	902651858	Tien Tan	-82.3643672	23.134454	2015-10-20 20:06:59+00:00	7	addr:city	La Habana
node	902651858	Tien Tan	-82.3643672	23.134454	2015-10-20 20:06:59+00:00	7	addr:housenumber	1
node	902651858	Tien Tan	-82.3643672	23.134454	2015-10-20 20:06:59+00:00	7	addr:street	Zanja
node	902651858	Tien Tan	-82.3643672	23.134454	2015-10-20 20:06:59+00:00	7	amenity	restaurant
